"","character","trait_max","trait_min","avg_rating","number_ratings","anchor_trait"
"1347","Teddy Flood","grateful","entitled",75.4,18,"entitled"
"1348","Teddy Flood","side character","main character",75.4,13,"main character"
"1349","Teddy Flood","foolish","wise",75.3,259,"foolish"
"1350","Teddy Flood","treasure","trash",75.3,51,"trash"
"1351","Teddy Flood","🤺","🏌",75,25,"🏌"
"1352","Teddy Flood","thrifty","extravagant",74.9,18,"extravagant"
"1353","Teddy Flood","rustic","cultured",74.8,34,"cultured"
"1354","Teddy Flood","rugged","refined",74.7,222,"refined"
"1355","Teddy Flood","beta","alpha",74.6,273,"alpha"
"1356","Teddy Flood","dunce","genius",74.2,286,"dunce"
"1357","Teddy Flood","focused on the present","focused on the future",73.9,250,"focused on the future"
"1358","Teddy Flood","concrete","abstract",73.8,25,"abstract"
"1359","Teddy Flood","nonpolitical","political",73.6,244,"nonpolitical"
"1360","Teddy Flood","statist","anarchist",73.4,27,"anarchist"
"1361","Teddy Flood","🐿","🦇",73.4,20,"🐿"
"1362","Teddy Flood","wooden","plastic",73.4,14,"plastic"
"1363","Teddy Flood","vulnerable","armoured",73,235,"armoured"
"1364","Teddy Flood","🤖","👻",73,31,"👻"
"1365","Teddy Flood","sober","indulgent",72.9,262,"indulgent"
"1366","Teddy Flood","dramatic","comedic",72.9,27,"comedic"
"1367","Teddy Flood","attentive","interrupting",72.9,45,"attentive"
"1368","Teddy Flood","innocent","jaded",72.8,38,"innocent"
"1369","Teddy Flood","communal","individualist",72.6,103,"communal"
"1370","Teddy Flood","oblivious","alert",72.6,21,"alert"
"1371","Teddy Flood","practical","imaginative",72.5,242,"imaginative"
"1372","Teddy Flood","🐴","🦄",72.4,30,"🐴"
"1373","Teddy Flood","uncreative","open to new experinces",72.2,231,"open to new experinces"
"1374","Teddy Flood","literary","mathematical",72,208,"literary"
"1375","Teddy Flood","moderate","extreme",72,251,"extreme"
"1376","Teddy Flood","gracious","feisty",72,247,"feisty"
"1377","Teddy Flood","unchallenging","demanding",71.9,19,"demanding"
"1378","Teddy Flood","prestigious","disreputable",71.9,232,"disreputable"
"1379","Teddy Flood","🧗","🛌",71.8,37,"🧗"
"1380","Teddy Flood","tame","wild",71.8,250,"tame"
"1381","Teddy Flood","loveable","punchable",71.7,34,"loveable"
"1382","Teddy Flood","self-disciplined","disorganized",71.6,245,"disorganized"
"1383","Teddy Flood","poor","rich",71.6,216,"poor"
"1384","Teddy Flood","sensitive","thick-skinned",71.6,295,"sensitive"
"1385","Teddy Flood","literal","metaphorical",71.5,269,"literal"
"1386","Teddy Flood","apprentice","master",71.5,125,"apprentice"
"1387","Teddy Flood","🐮","🐷",71.4,32,"🐮"
"1388","Teddy Flood","🏀","🎨",71.4,19,"🎨"
"1389","Teddy Flood","centrist","radical",71,32,"centrist"
"1390","Teddy Flood","prideful","envious",70.6,39,"envious"
"1391","Teddy Flood","touchy-feely","distant",70.5,27,"distant"
"1392","Teddy Flood","monastic","hedonist",70.2,22,"hedonist"
"1393","Teddy Flood","lowbrow","highbrow",70,210,"highbrow"
"1394","Teddy Flood","patient","impatient",70,106,"impatient"
"1395","Teddy Flood","quiet","loud",69.9,242,"loud"
"1396","Teddy Flood","👩‍🎤","👩‍🔬",69.8,23,"👩‍🎤"
"1397","Teddy Flood","tall","short",69.7,263,"short"
"1398","Teddy Flood","serious","playful",69.5,258,"playful"
"1399","Teddy Flood","forgiving","vengeful",69.5,256,"forgiving"
"1400","Teddy Flood","young","old",69.3,261,"old"
"1401","Teddy Flood","chaste","lustful",69.3,242,"chaste"
"1402","Teddy Flood","trusting","charming",69.3,262,"charming"
"1403","Teddy Flood","soft","hard",69.3,116,"hard"
"1404","Teddy Flood","good-humored","angry",69.2,241,"angry"
"1405","Teddy Flood","miserable","joyful",69.2,17,"joyful"
"1406","Teddy Flood","mundane","extraordinary",69.2,233,"extraordinary"
"1407","Teddy Flood","domestic","industrial",69.1,116,"domestic"
"1408","Teddy Flood","sane","crazy",69,25,"crazy"
"1409","Teddy Flood","passive","assertive",68.9,228,"assertive"
"1410","Teddy Flood","humorless","funny",68.8,249,"funny"
"1411","Teddy Flood","😎","🧐",68.8,26,"🧐"
"1412","Teddy Flood","instinctual","reasoned",68.7,296,"instinctual"
"1413","Teddy Flood","demure","vain",68.7,259,"demure"
"1414","Teddy Flood","tight","loose",68.6,50,"loose"
"1415","Teddy Flood","desperate","high standards",68.5,11,"desperate"
"1416","Teddy Flood","on-time","tardy",68.4,19,"on-time"
"1417","Teddy Flood","deliberate","spontaneous",68.3,229,"deliberate"
"1418","Teddy Flood","🤔","🤫",68.2,14,"🤔"
"1419","Teddy Flood","existentialist","nihilist",68.1,88,"existentialist"
"1420","Teddy Flood","soft","hard",68,249,"hard"
"1421","Teddy Flood","sensible","ludicrous",67.9,269,"ludicrous"
"1422","Teddy Flood","🥰","🙃",67.9,34,"🥰"
"1423","Teddy Flood","go-getter","slugabed",67.8,26,"go-getter"
"1424","Teddy Flood","poetic","factual",67.8,30,"factual"
"1425","Teddy Flood","biased","impartial",67.7,250,"biased"
"1426","Teddy Flood","low IQ","high IQ",67.7,288,"high IQ"
"1427","Teddy Flood","French","Russian",67.7,29,"French"
"1428","Teddy Flood","pointed","random",67.7,34,"pointed"
"1429","Teddy Flood","tense","relaxed",67.6,220,"relaxed"
"1430","Teddy Flood","Pepsi","Coke",67.6,8,"Coke"
"1431","Teddy Flood","involved","remote",67.5,226,"involved"
"1432","Teddy Flood","egalitarian","racist",67.5,16,"egalitarian"
"1433","Teddy Flood","tattle-tale","f***-the-police",67.2,40,"f***-the-police"
"1434","Teddy Flood","concise","long-winded",67.1,22,"concise"
"1435","Teddy Flood","regular","zany",66.8,34,"regular"
"1436","Teddy Flood","crafty","scholarly",66.4,257,"crafty"
"1437","Teddy Flood","subjective","objective",66.4,100,"objective"
"1438","Teddy Flood","neat","messy",66.3,172,"messy"
"1439","Teddy Flood","unprepared","hoarder",66.3,201,"hoarder"
"1440","Teddy Flood","interested","bored",66.3,30,"bored"
"1441","Teddy Flood","common sense","analysis",66.1,38,"analysis"
"1442","Teddy Flood","neurotypical","autistic",66.1,194,"autistic"
"1443","Teddy Flood","🌟","💩",65.9,34,"🌟"
"1444","Teddy Flood","sheltered","street-smart",65.9,221,"sheltered"
"1445","Teddy Flood","whippersnapper","sage",65.9,30,"sage"
"1446","Teddy Flood","tactful","indiscreet",65.5,29,"indiscreet"
"1447","Teddy Flood","slow-talking","fast-talking",65.5,30,"fast-talking"
"1448","Teddy Flood","haunted","blissful",65.5,31,"blissful"
"1449","Teddy Flood","reactive","proactive",65.5,33,"proactive"
"1450","Teddy Flood","important","irrelevant",65.4,22,"important"
"1451","Teddy Flood","direct","roundabout",65.2,261,"direct"
"1452","Teddy Flood","rigid","flexible",65.1,244,"flexible"
"1453","Teddy Flood","sugarcoated","frank",65.1,25,"frank"
"1454","Teddy Flood","artistic","scientific",65,236,"artistic"
"1455","Teddy Flood","conservative","liberal",65,22,"conservative"
"1456","Teddy Flood","noob","pro",64.9,26,"noob"
"1457","Teddy Flood","prudish","flirtatious",64.9,30,"flirtatious"
"1458","Teddy Flood","mainstream","arcane",64.8,249,"arcane"
"1459","Teddy Flood","spiritual","skeptical",64.7,232,"skeptical"
"1460","Teddy Flood","good-cook","bad-cook",64.6,29,"bad-cook"
"1461","Teddy Flood","blacksmith","tailor",64.4,37,"blacksmith"
"1462","Teddy Flood","fantastical","realistic",64.4,22,"fantastical"
"1463","Teddy Flood","oppressed","privileged",64.3,45,"oppressed"
"1464","Teddy Flood","glad","mad",64.1,28,"glad"
"1465","Teddy Flood","bashful","exhibitionist",64.1,28,"bashful"
"1466","Teddy Flood","obsessed","aloof",64,237,"aloof"
"1467","Teddy Flood","🤡","👽",63.8,26,"👽"
"1468","Teddy Flood","legit","scrub",63.8,28,"legit"
"1469","Teddy Flood","bold","shy",63.6,268,"bold"
"1470","Teddy Flood","pacifist","ferocious",63.5,241,"ferocious"
"1471","Teddy Flood","orange","purple",63.4,176,"orange"
"1472","Teddy Flood","sad","happy",63.2,267,"happy"
"1473","Teddy Flood","low self esteem","narcissistic",63.1,47,"low self esteem"
"1474","Teddy Flood","resolute","wavering",62.9,28,"resolute"
"1475","Teddy Flood","💔","💝",62.8,29,"💔"
"1476","Teddy Flood","tiresome","interesting",62.7,243,"interesting"
"1477","Teddy Flood","🐐","🦒",62.6,31,"🐐"
"1478","Teddy Flood","sunny","gloomy",62.5,48,"gloomy"
"1479","Teddy Flood","subdued","exuberant",62.5,32,"exuberant"
"1480","Teddy Flood","official","backdoor",62.4,209,"backdoor"
"1481","Teddy Flood","close-minded","open-minded",62.4,265,"close-minded"
"1482","Teddy Flood","fresh","stinky",62.4,28,"fresh"
"1483","Teddy Flood","unpolished","eloquent",62.3,265,"eloquent"
"1484","Teddy Flood","dorky","cool",62.3,23,"cool"
"1485","Teddy Flood","real","philosophical",62.1,169,"philosophical"
"1486","Teddy Flood","permanent","transient",62.1,92,"permanent"
"1487","Teddy Flood","non-gamer","gamer",62.1,29,"gamer"
"1488","Teddy Flood","not genocidal","genocidal",62.1,16,"genocidal"
"1489","Teddy Flood","accommodating","stubborn",62,20,"accommodating"
"1490","Teddy Flood","juvenile","mature",61.5,106,"juvenile"
"1491","Teddy Flood","macho","metrosexual",61.5,34,"macho"
"1492","Teddy Flood","always down","picky",61.5,22,"always down"
"1493","Teddy Flood","stable","moody",61.3,229,"moody"
"1494","Teddy Flood","🤐","😜",61.3,19,"🤐"
"1495","Teddy Flood","hesitant","decisive",61.1,249,"decisive"
"1496","Teddy Flood","valedictorian","drop out",60.8,21,"drop out"
"1497","Teddy Flood","scruffy","manicured",60.7,246,"manicured"
"1498","Teddy Flood","feminist","sexist",60.7,23,"feminist"
"1499","Teddy Flood","hard-work","natural-talent",60.7,20,"hard-work"
"1500","Teddy Flood","reserved","chatty",60.6,246,"chatty"
"1501","Teddy Flood","head@clouds","down2earth",60.5,248,"down2earth"
"1502","Teddy Flood","helpless","resourceful",60.4,101,"helpless"
"1503","Teddy Flood","ranged","melee",60.3,23,"melee"
"1504","Teddy Flood","neutral","opinionated",60.2,25,"neutral"
"1505","Teddy Flood","spelunker","claustrophobic",59.9,30,"claustrophobic"
"1506","Teddy Flood","profound","ironic",59.9,29,"ironic"
"1507","Teddy Flood","charismatic","uninspiring",59.5,282,"charismatic"
"1508","Teddy Flood","open","guarded",59.4,252,"guarded"
"1509","Teddy Flood","utilitarian","decorative",59.1,112,"decorative"
"1510","Teddy Flood","📉","📈",59.1,17,"📈"
"1511","Teddy Flood","sorrowful","cheery",59,241,"cheery"
"1512","Teddy Flood","often crying","never cries",59,25,"never cries"
"1513","Teddy Flood","curious","apathetic",58.8,235,"apathetic"
"1514","Teddy Flood","thick","thin",58.8,176,"thick"
"1515","Teddy Flood","unobservant","perceptive",58.8,51,"perceptive"
"1516","Teddy Flood","stylish","slovenly",58.7,262,"slovenly"
"1517","Teddy Flood","coordinated","clumsy",58.7,263,"clumsy"
"1518","Teddy Flood","driven","unambitious",58.6,222,"driven"
"1519","Teddy Flood","mighty","puny",58.2,251,"mighty"
"1520","Teddy Flood","awkward","suspicious",58.2,265,"awkward"
"1521","Teddy Flood","epic","deep",58.2,17,"deep"
"1522","Teddy Flood","🥴","🥳",57.9,23,"🥳"
"1523","Teddy Flood","🧢","🎩",57.8,28,"🎩"
"1524","Teddy Flood","anxious","calm",57.7,271,"anxious"
"1525","Teddy Flood","empirical","theoretical",57.6,240,"empirical"
"1526","Teddy Flood","🧕","💃",57.3,23,"💃"
"1527","Teddy Flood","chortling","giggling",57.3,34,"chortling"
"1528","Teddy Flood","cautious","impulsive",57.1,266,"cautious"
"1529","Teddy Flood","minimalist","pack rat",57.1,27,"minimalist"
"1530","Teddy Flood","vibrant","geriatric",57.1,37,"geriatric"
"1531","Teddy Flood","lenient","strict",56.9,238,"lenient"
"1532","Teddy Flood","extrovert","introvert",56.9,281,"extrovert"
"1533","Teddy Flood","😭","😀",56.9,23,"😀"
"1534","Teddy Flood","believable","poorly-written",56.9,38,"believable"
"1535","Teddy Flood","stoic","expressive",56.8,249,"expressive"
"1536","Teddy Flood","penny-pincher","overspender",56.8,28,"overspender"
"1537","Teddy Flood","everyman","chosen one",56.8,29,"chosen one"
"1538","Teddy Flood","not introspective","introspective",56.7,19,"introspective"
"1539","Teddy Flood","musical","off-key",56.4,25,"musical"
"1540","Teddy Flood","efficient","overprepared",56.4,36,"efficient"
"1541","Teddy Flood","social","reclusive",56.3,24,"reclusive"
"1542","Teddy Flood","slow","fast",56.2,259,"fast"
"1543","Teddy Flood","hunter","gatherer",56.2,37,"gatherer"
"1544","Teddy Flood","Roman","Greek",56.1,22,"Greek"
"1545","Teddy Flood","sturdy","flimsy",56.1,35,"flimsy"
"1546","Teddy Flood","ambitious","realistic",55.9,26,"ambitious"
"1547","Teddy Flood","private","gregarious",55.7,269,"gregarious"
"1548","Teddy Flood","dramatic","no-nonsense",55.6,125,"dramatic"
"1549","Teddy Flood","frenzied","sleepy",55.6,42,"frenzied"
"1550","Teddy Flood","corporate","freelance",55.5,39,"corporate"
"1551","Teddy Flood","circular","linear",55.4,37,"circular"
"1552","Teddy Flood","generalist","specialist",55.2,106,"generalist"
"1553","Teddy Flood","compersive","jealous",55.1,214,"compersive"
"1554","Teddy Flood","resigned","resistant",55.1,255,"resigned"
"1555","Teddy Flood","self-destructive","self-improving",54.9,40,"self-destructive"
"1556","Teddy Flood","hurried","leisurely",54.8,240,"hurried"
"1557","Teddy Flood","🎃","💀",54.8,15,"🎃"
"1558","Teddy Flood","overachiever","underachiever",54.8,23,"overachiever"
"1559","Teddy Flood","self-assured","self-conscious",54.6,241,"self-assured"
"1560","Teddy Flood","methodical","astonishing",54.5,240,"astonishing"
"1561","Teddy Flood","Italian","Swedish",54.5,28,"Italian"
"1562","Teddy Flood","cocky","timid",54.5,33,"cocky"
"1563","Teddy Flood","competent","incompetent",54.4,218,"competent"
"1564","Teddy Flood","indie","pop",54.3,23,"indie"
"1565","Teddy Flood","'right-brained'","'left-brained'",54.2,159,"'left-brained'"
"1566","Teddy Flood","sexual","asexual",54.1,20,"asexual"
"1567","Teddy Flood","ADHD","OCD",53.9,19,"ADHD"
"1568","Teddy Flood","cringeworthy","inspiring",53.7,127,"cringeworthy"
"1569","Teddy Flood","adventurous","stick-in-the-mud",53.5,216,"adventurous"
"1570","Teddy Flood","rational","whimsical",53.4,207,"rational"
"1571","Teddy Flood","shallow","deep",53.4,45,"deep"
"1572","Teddy Flood","dry","moist",53.2,33,"dry"
"1573","Teddy Flood","bold","serious",53,258,"bold"
"1574","Teddy Flood","stuttering","rhythmic",53,44,"rhythmic"
"1575","Teddy Flood","formal","intimate",52.8,31,"formal"
"1576","Teddy Flood","unfixable","fixable",52.8,41,"fixable"
"1577","Teddy Flood","depressed","bright",52.7,217,"bright"
"1578","Teddy Flood","🐘","🐀",52.7,21,"🐀"
"1579","Teddy Flood","libertarian","socialist",52.6,210,"libertarian"
"1580","Teddy Flood","smooth","rough",52.6,213,"rough"
"1581","Teddy Flood","factual","exaggerating",52.6,26,"exaggerating"
"1582","Teddy Flood","outsider","insider",52.5,177,"insider"
"1583","Teddy Flood","explorer","builder",52.5,211,"builder"
"1584","Teddy Flood","goof-off","studious",52.5,19,"goof-off"
"1585","Teddy Flood","😬","😏",52.4,27,"😏"
"1586","Teddy Flood","child free","pronatalist",52.3,185,"child free"
"1587","Teddy Flood","👨‍🚀","🧙",52.2,29,"👨‍🚀"
"1588","Teddy Flood","oxymoron","tautology",52.2,28,"oxymoron"
"1589","Teddy Flood","weakass","badass",52.1,28,"badass"
"1590","Teddy Flood","stoic","hypochondriac",52,37,"hypochondriac"
"1591","Teddy Flood","lighthearted","intense",51.9,42,"intense"
"1592","Teddy Flood","pensive","serene",51.8,25,"pensive"
"1593","Teddy Flood","confident","insecure",51.7,253,"confident"
"1594","Teddy Flood","🐩","🐒",51.7,39,"🐒"
"1595","Teddy Flood","🚴","🏋️‍♂️",51.7,28,"🏋️‍♂️"
"1596","Teddy Flood","vegan","cannibal",51.5,34,"cannibal"
"1597","Teddy Flood","vague","precise",51.3,176,"precise"
"1598","Teddy Flood","chill","offended",51.2,32,"chill"
"1599","Teddy Flood","pain-avoidant","masochistic",51.2,38,"masochistic"
"1600","Teddy Flood","muddy","washed",51.2,32,"muddy"
"1601","Teddy Flood","twitchy","still",51.1,22,"still"
"1602","Teddy Flood","shy","playful",50.3,262,"playful"
"1603","Teddy Flood","opinionated","jealous",50.6,26,"jealous"
"1604","Teddy Flood","expressive","monotone",50.5,28,"expressive"
"1605","Ashley Stubbs","doer","thinker",90,13,"doer"
"1606","Ashley Stubbs","masculine","feminine",89.6,239,"feminine"
"1607","Ashley Stubbs","practical","imaginative",88.1,227,"imaginative"
"1608","Ashley Stubbs","diligent","lazy",87.8,231,"diligent"
"1609","Ashley Stubbs","self-disciplined","disorganized",87.3,214,"disorganized"
"1610","Ashley Stubbs","sporty","bookish",86.9,200,"bookish"
"1611","Ashley Stubbs","work-first","family-first",86.6,216,"family-first"
"1612","Ashley Stubbs","active","slothful",86.5,220,"active"
"1613","Ashley Stubbs","jock","nerd",86.4,234,"jock"
"1614","Ashley Stubbs","rational","whimsical",85.9,226,"rational"
"1615","Ashley Stubbs","🧗","🛌",85.9,23,"🧗"
"1616","Ashley Stubbs","realistic","fantastical",85.9,16,"fantastical"
"1617","Ashley Stubbs","earth","air",85.6,16,"air"
"1618","Ashley Stubbs","healthy","sickly",85.6,207,"healthy"
"1619","Ashley Stubbs","devoted","unfaithful",85.4,28,"devoted"
"1620","Ashley Stubbs","🏀","🎨",85.3,22,"🎨"
"1621","Ashley Stubbs","scheduled","spontaneous",85.1,239,"scheduled"
"1622","Ashley Stubbs","works hard","plays hard",84.8,224,"plays hard"
"1623","Ashley Stubbs","confidential","gossiping",84.6,224,"confidential"
"1624","Ashley Stubbs","normie","freak",84.6,18,"freak"
"1625","Ashley Stubbs","🏋️‍♂️","🚴",84.4,23,"🏋️‍♂️"
"1626","Ashley Stubbs","serious","playful",84.3,215,"playful"
"1627","Ashley Stubbs","physical","intellectual",84.3,224,"intellectual"
"1628","Ashley Stubbs","coordinated","clumsy",84.3,222,"clumsy"
"1629","Ashley Stubbs","🤖","👻",84.2,22,"👻"
"1630","Ashley Stubbs","workaholic","slacker",84.1,104,"slacker"
"1631","Ashley Stubbs","conventional","creative",84.1,199,"conventional"
"1632","Ashley Stubbs","dry","moist",83.9,34,"dry"
"1633","Ashley Stubbs","direct","roundabout",83.3,232,"direct"
"1634","Ashley Stubbs","regular","zany",83.3,29,"regular"
"1635","Ashley Stubbs","on-time","tardy",83,22,"on-time"
"1636","Ashley Stubbs","stoic","hypochondriac",82.8,18,"hypochondriac"
"1637","Ashley Stubbs","clean","perverted",82.6,18,"clean"
"1638","Ashley Stubbs","literal","metaphorical",82.6,209,"literal"
"1639","Ashley Stubbs","stoic","expressive",82.5,203,"expressive"
"1640","Ashley Stubbs","skeptical","spiritual",82.4,203,"skeptical"
"1641","Ashley Stubbs","gendered","androgynous",82.4,101,"androgynous"
"1642","Ashley Stubbs","👨‍🔧","👨‍⚕️",82.4,20,"👨‍⚕️"
"1643","Ashley Stubbs","orderly","chaotic",82.4,235,"chaotic"
